ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK
27 Burke Street,Mount Helena,540000,4,2,NULL,1964,181,2015,34200,Midland Station,19700,"06-2017",6082,-31.875311,116.208778,EASTERN HILLS SENIOR HIGH SCHOOL,1.07881146773603,105
27 Burt Street,Quinns Rocks,690000,4,2,1,956,185,1973,34500,Butler Station,4500,"12-2020",6030,-31.67512,115.6946,MINDARIE SENIOR COLLEGE,1.103371914163695,111
27 Butcher Street,Mundijong,135000,2,2,1,996,229,2014,39700,Armadale Station,15700,"08-2005",6123,-32.29244,115.98384,COURT GRAMMAR SCHOOL,2.6288201129257516,
27 Callaghan Way,Noranda,600000,4,1,NULL,700,266,1978,8800,Maylands Station,5900,"01-2020",6062,-31.87616,115.88321,MORLEY SENIOR HIGH SCHOOL,0.27518543210777413,100
27 Callosa Crescent,Alkimos,630000,4,2,2,622,262,NULL,39200,Butler Station,1000,"11-2020",6038,-31.63071141,115.6908062,BUTLER COLLEGE,2.881450064573805,39
27 Camelot Grove,Carramar,581000,4,2,2,706,213,1996,28300,Currambine Station,3300,"02-2020",6031,-31.7076,115.77917,JOSEPH BANKS SECONDARY COLLEGE,1.924466058739468,92
27 Campbell Way,Parkerville,705000,4,2,2,2023,218,2008,28100,Midland Station,13400,"07-2013",6081,-31.87256435,116.1404797,MUNDARING CHRISTIAN COLLEGE,4.750749291158532,
27 Canter Court,Orange Grove,780000,4,2,NULL,16900,207,1982,17100,Madding,4700,"12-2006",6109,-32.0212442,116.0202226,MAZENOD COLLEGE,2.3891612257982184,25
27 Carawatha Avenue,Mount Nasura,156000,3,1,1,688,127,NULL,26400,Sherwood Station,1600,"06-2015",6112,-32.14232,116.02606,JOHN CALVIN CHRISTIAN COLLEGE,1.9676082194255071,56
27 Carawatha Road,Parkerville,487000,4,1,1,2296,151,NULL,27000,Midland Station,12500,"01-2013",6081,-31.88245,116.1324,HELENA COLLEGE,4.765202773662044,78
27 Carmichael Street,Beckenham,400000,4,2,NULL,418,141,2014,12500,Beckenham Station,496,"01-2017",6107,-32.02511677,115.9596397,COMMUNICARE ACADEMY,1.5694328569308111,
27 Centenary Drive,Gidgegannup,940000,4,2,NULL,20095,269,2000,30100,Midland Station,15100,"04-2015",6083,-31.835728,116.145919,MUNDARING CHRISTIAN COLLEGE,7.718912194166457,
27 Central Avenue,Beaconsfield,805000,4,2,2,526,135,1953,15000,Fremantle Station,3000,"11-2016",6162,-32.06552,115.77282,FREMANTLE COLLEGE,0.5280187327724705,128
27 Central Road,Rossmoyne,1170000,4,2,2,870,219,1970,9700,Bull Creek Station,1300,"02-2016",6148,-32.03889,115.8645,ROSSMOYNE SENIOR HIGH SCHOOL,0.9988950434842107,16
27 Chadwick Parade,Brookdale,290000,3,1,1,681,100,1990,26900,Armadale Station,1900,"08-2014",6112,-32.16358,115.99686,DALE CHRISTIAN SCHOOL,0.5050497465018954,
27 Chiltern Avenue,Brookdale,285000,4,2,3,418,134,2012,28000,Armadale Station,1800,"09-2014",6112,-32.16936852,116.007958,ARMADALE SENIOR HIGH SCHOOL,1.0599214470199994,
27 Chipperton Road,Bertram,485000,4,2,4,613,210,2006,33300,Kwinana Station,1700,"06-2017",6167,-32.2505896,115.8400643,THE KING'S COLLEGE,0.43387541052911327,
27 Chrysostom Street,North Beach,960000,4,3,NULL,506,160,1993,13500,Warwick Station,4500,"11-2017",6020,-31.86715956,115.757243,ST MARY'S ANGLICAN GIRLS' SCHOOL,1.3834420578620066,7
27 Churchlands Avenue,Churchlands,1230000,3,2,2,804,220,1987,7300,Glendalough Station,2900,"10-2019",6018,-31.91851,115.7925,CHURCHLANDS SENIOR HIGH SCHOOL,0.27307790356570816,22
27 Citrus Loop,South Lake,435000,3,1,1,352,111,1997,17100,Cockburn Central Station,3400,"09-2015",6164,-32.1041,115.83163,LAKELAND SENIOR HIGH SCHOOL,1.4542771331370916,
27 Clearwater Way,Singleton,440000,4,3,2,610,247,2005,54600,Mandurah Station,10300,"12-2017",6175,-32.43580439,115.7596551,COMET BAY COLLEGE,2.246560099183058,35
27 Clement Street,Swanbourne,1885000,3,3,2,319,228,2007,9600,Grant Street Station,671,"10-2016",6010,-31.98103,115.76274,SCOTCH COLLEGE,0.9864259369299264,24
27 Clianthus Way,Koongamia,117500,2,1,1,873,92,1965,18300,Midland Station,4500,"06-2003",6056,-31.90737127,116.045241,SWAN VIEW SENIOR HIGH SCHOOL,2.214193617086246,
27 Cloister Avenue,Manning,920000,4,2,2,574,198,2001,7300,Canning Bridge Station,1300,"08-2017",6152,-32.01764,115.86572,AQUINAS COLLEGE,1.0203928346059963,23
27 Clyde Road,Menora,1190000,3,1,2,886,165,1950,3800,Perth Station,3600,"04-2008",6050,-31.91835445,115.860598,MOUNT LAWLEY SENIOR HIGH SCHOOL,0.920998667258501,20
27 Cockman Way,Orelia,350000,3,1,2,728,130,1970,31300,Kwinana Station,2300,"07-2016",6167,-32.23147,115.81839,GILMORE COLLEGE,0.8278337225588718,138
27 Cockram Street,Mundijong,385000,3,1,2,974,152,NULL,39900,Armadale Station,16100,"06-2018",6123,-32.29549,115.97993,COURT GRAMMAR SCHOOL,3.065094413557576,
27 Coffey Road,Belmont,600000,3,1,1,809,139,1974,7100,Ashfield Station,3400,"12-2016",6104,-31.94286889,115.9336984,BELMONT CITY COLLEGE,1.7835298916887803,57
27 Columbus Loop,Success,662500,5,2,3,703,264,2009,22300,Cockburn Central Station,3200,"02-2018",6164,-32.15220122,115.8469773,ATWELL COLLEGE,1.858838789202552,129
27 Conochie Crescent,Manning,795000,3,1,2,925,119,1957,7200,Canning Bridge Station,1500,"06-2020",6152,-32.01602061,115.8707142,COMO SECONDARY COLLEGE,1.3750091235139719,87
27 Constellation Drive,Ocean Reef,725000,4,2,2,783,227,1991,24800,Joondalup Station,3100,"09-2018",6027,-31.75487,115.73645,PRENDIVILLE CATHOLIC COLLEGE,0.3066096749377603,60
27 Coolgardie Street,Subiaco,1350000,3,2,1,374,150,1930,3500,Daglish Station,906,"09-2018",6008,-31.95531,115.8219,PERTH MODERN SCHOOL,1.7804572697255034,1
27 Corella Street,Lesmurdie,490000,4,1,2,1317,168,1978,19600,Madding,8700,"03-2020",6076,-32.00337,116.05709,ST BRIGID'S COLLEGE,0.886862808340615,99
27 Corsican Way,Canning Vale,432000,3,2,2,279,122,2007,15500,Thornlie Station,4800,"01-2020",6155,-32.08125569,115.920732,CANNING VALE COLLEGE,0.2675739673741329,68
27 Cortis Way,Langford,350000,3,1,1,808,166,1979,13200,Thornlie Station,588,"06-2016",6147,-32.04317968,115.9483023,LANGFORD ISLAMIC COLLEGE,1.0983038632735616,85
27 Craven Street,Bedford,745000,4,2,2,375,165,1990,5800,Maylands Station,2300,"05-2018",6052,-31.9073782,115.8902511,JOHN FORREST SECONDARY COLLEGE,1.066318656007512,74
27 Crested Turn,Harrisdale,590000,4,2,2,604,248,2009,19700,Cockburn Central Station,6500,"09-2018",6112,-32.11974182,115.9272911,CAREY BAPTIST COLLEGE,1.1941899505697415,62
27 Crocker Way,Innaloo,800000,4,2,2,319,200,2007,9200,Stirling Station,1000,"06-2019",6018,-31.88786186,115.797387,BALCATTA SENIOR HIGH SCHOOL,1.9632122508402108,135
27 Curtis Way,Girrawheen,300000,3,1,1,688,115,1975,12700,Warwick Station,4600,"06-2017",6064,-31.83869,115.84401,GIRRAWHEEN SENIOR HIGH SCHOOL,0.3174487984823083,
27 Cyandra Loop,Banksia Grove,415000,4,2,2,569,180,2010,27600,Currambine Station,5700,"09-2020",6031,-31.70781979,115.8076693,JOSEPH BANKS SECONDARY COLLEGE,1.4607865945554477,92
27 Cygnus Parade,Waterford,650000,2,2,NULL,537,263,2016,7800,Canning Bridge Station,3800,"03-2015",6152,-32.01544659,115.8971199,CLONTARF ABORIGINAL COLLEGE,0.3922697241073596,
27 Dargin Street,Mount Helena,385000,4,2,2,2000,163,1985,34000,Midland Station,19500,"01-2019",6082,-31.87249,116.20582,EASTERN HILLS SENIOR HIGH SCHOOL,1.3578375211531546,105
27 Darian Drive,Willetton,637000,4,2,4,690,163,1978,12700,Murdoch Station,2900,"12-2018",6155,-32.0646,115.88135,WILLETTON SENIOR HIGH SCHOOL,0.4168905850956697,18
27 Darile Street,Hillman,310000,3,1,1,699,92,1986,37600,Rockingham Station,1200,"07-2013",6168,-32.28177,115.76949,KOLBE CATHOLIC COLLEGE,1.472831725809344,97
27 De Grey Retreat,Jane Brook,529950,4,2,3,689,211,2000,20200,Midland Station,5300,"12-2018",6056,-31.85915,116.04208,SWAN CHRISTIAN COLLEGE,2.866594928295532,93
27 Denver Avenue,Madeley,480000,3,2,2,383,148,2006,16500,Whitfords Station,3700,"01-2018",6065,-31.80784201,115.8204404,THE MONTESSORI SCHOOL,1.295018275959304,
27 Donald Drive,Safety Bay,717000,5,2,2,700,319,1989,41200,Rockingham Station,3600,"02-2018",6169,-32.30557,115.72726,SAFETY BAY SENIOR HIGH SCHOOL,1.3131803059942118,136
27 Donna Street,Morley,530000,3,1,NULL,819,158,1970,8200,Bayswater Station,3000,"10-2020",6062,-31.89144,115.90766,JOHN FORREST SECONDARY COLLEGE,1.5529359364408533,74
27 Dorothy Street,Ashfield,547000,5,2,2,792,147,1965,8500,Ashfield Station,595,"08-2016",6054,-31.91738,115.9388,CYRIL JACKSON SENIOR CAMPUS,0.605769916292824,
27 Drummonds Approach,Secret Harbour,815000,4,2,3,692,331,2006,52500,Warnbro Station,10000,"05-2019",6173,-32.41544649,115.7529027,COMET BAY COLLEGE,0.9489236470798317,35
27 Dryandra Crescent,Darlington,610000,4,2,3,2514,221,1973,20100,Midland Station,6100,"02-2016",6070,-31.90245,116.06384,TREETOPS MONTESSORI SCHOOL,2.1868960343892243,
27 Duncan Street,Victoria Park,1050000,3,1,NULL,583,165,1910,4500,Vic,258,"11-2020",6100,-31.97278,115.89988,URSULA FRAYNE CATHOLIC COLLEGE,0.08285910009185911,41
27 Durance Drive,Port Kennedy,650000,4,2,2,878,349,2005,45400,Warnbro Station,3100,"09-2018",6172,-32.34975,115.74997,LIVING WATERS LUTHERAN COLLEGE,0.8517681827716584,51
27 Ecko Road,Mount Nasura,405000,3,1,1,794,153,1970,25100,Challis Station,933,"05-2014",6112,-32.13049,116.02131,SOWILO COMMUNITY HIGH SCHOOL,1.0845693631667894,
27 Eddington Road,Warwick,522000,3,2,2,517,176,2001,13300,Warwick Station,1500,"11-2018",6024,-31.83958,115.81131,WARWICK SENIOR HIGH SCHOOL,0.4020277497009496,
27 Edgecombe Pass,Aveley,282500,4,2,2,704,220,2007,21800,Woodbridge Station,11500,"05-2018",6069,-31.78874538,115.985438,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,0.6228261045645671,53
27 Edgeworth Circuit,Tapping,545000,5,2,2,603,242,2006,27400,Currambine Station,5200,"12-2018",6065,-31.71044,115.8022,JOSEPH BANKS SECONDARY COLLEGE,1.41225578603868,92
27 Edinburgh Road,Seville Grove,345000,3,2,2,537,141,2006,23100,Challis Station,2500,"07-2018",6112,-32.12913423,115.9867882,CECIL ANDREWS COLLEGE,1.4239655582876571,139
27 Ednah Street,Como,1600000,4,2,2,881,290,2015,4800,Canning Bridge Station,1600,"04-2019",6152,-31.99544,115.85918,PENRHOS COLLEGE,1.279522953681905,4
27 Edward Street,Nedlands,2350000,3,1,NULL,963,408,1935,5500,Shen,2400,"03-2020",6009,-31.98054,115.81132,SHENTON COLLEGE,2.447138103245794,14
27 Eldorado Street,Osborne Park,870000,4,3,2,543,382,2005,7100,Stirling Station,2200,"07-2020",6017,-31.89439335,115.827911,SERVITE COLLEGE,1.0711857433735692,65
27 Elfreda Avenue,Sorrento,720000,4,2,1,809,159,1977,16400,Greenwood Station,2400,"03-2019",6020,-31.82974,115.76178,DUNCRAIG SENIOR HIGH SCHOOL,1.007558714596803,32
27 Emperor Avenue,Beldon,535000,4,2,2,762,147,1976,21600,Edgewater Station,1900,"05-2016",6027,-31.77735,115.75924,BELRIDGE SECONDARY COLLEGE,0.8595918037229893,102
27 Erlistoun Street,Golden Bay,465000,3,1,2,923,143,1990,54000,Mandurah Station,11000,"06-2020",6174,-32.42847,115.75215,COMET BAY COLLEGE,1.7384393131219862,35
27 Eucla Mews,Stratton,303000,4,2,2,502,168,1994,19700,Midland Station,4800,"07-2019",6056,-31.86314,116.03881,SWAN CHRISTIAN COLLEGE,2.612003364788974,93
27 Faulkner Way,Eden Hill,420000,3,1,1,688,107,1985,10900,Bassendean Station,1600,"08-2015",6054,-31.88898,115.94654,KIARA COLLEGE,1.6770150367917465,
27 Fendam Street,Waikiki,470000,4,2,2,809,177,1985,43100,Warnbro Station,2100,"01-2018",6169,-32.32779,115.74608,SOUTH COAST BAPTIST COLLEGE,1.7506693829697113,
27 Ferrar Street,Menora,875000,5,2,1,835,200,1950,3400,Mount Lawley Station,2200,"10-2007",6050,-31.92216,115.86349,MOUNT LAWLEY SENIOR HIGH SCHOOL,0.6000619763424344,20
27 Ferryside Road,Butler,370000,4,2,2,487,170,2010,37900,Butler Station,800,"05-2019",6036,-31.64124162,115.6952655,BUTLER COLLEGE,1.7211344035125158,39
27 Fimiston Place,Balcatta,830000,4,2,2,735,248,1992,8800,Stirling Station,2400,"09-2017",6021,-31.87978,115.82286,BALCATTA SENIOR HIGH SCHOOL,1.1092684062515232,135
27 Fitzroy Road,Rivervale,605000,3,1,1,883,121,1948,4900,Burswood Station,1100,"03-2020",6103,-31.95721915,115.9105508,ST CLARE'S SCHOOL,1.5586345117681841,
27 Flametree Place,Beechboro,485000,4,2,2,756,226,1992,10700,Bayswater Station,5300,"02-2019",6063,-31.87115,115.91952,KIARA COLLEGE,1.6299280403164977,
27 Fleet Circle,High Wycombe,435000,3,2,4,503,136,2004,14300,Midland Station,4200,"08-2018",6057,-31.92849436,116.0076195,YOUTH FUTURES COMMUNITY SCHOOL,4.030965857853441,
27 Frawley Gardens,Murdoch,775000,5,2,2,722,220,1993,12400,Murdoch Station,2200,"06-2012",6150,-32.06033,115.82846,CORPUS CHRISTI COLLEGE,1.4113431147391429,28
27 Frederic Street,Koongamia,305000,3,1,1,799,130,1965,18000,Midland Station,4400,"12-2010",6056,-31.90966954,116.0423457,SWAN VIEW SENIOR HIGH SCHOOL,2.475302870564366,
27 Gage Street,Two Rocks,299000,3,2,1,489,84,1999,56100,Butler Station,18000,"10-2020",6037,-31.50197,115.59261,YANCHEP SECONDARY COLLEGE,7.404956598320305,
27 Gairloch Street,Applecross,1165000,3,3,2,522,225,1965,7000,Canning Bridge Station,1800,"05-2018",6153,-32.01261518,115.8375668,APPLECROSS SENIOR HIGH SCHOOL,1.878878781727279,34
27 Gamage Way,Lockridge,321000,3,1,3,330,88,1988,11500,Success Hill Station,1600,"03-2017",6054,-31.88604514,115.9520223,KIARA COLLEGE,1.8624555703299865,
27 Gateshead Loop,Mindarie,889000,4,2,2,623,289,2001,33100,Clarkson Station,3000,"06-2020",6030,-31.68386,115.7078,MINDARIE SENIOR COLLEGE,0.78307887621001,111
27 Gawler Way,Calista,285000,3,1,1,731,111,NULL,33000,Wellard Station,2400,"11-2010",6167,-32.24497,115.80475,GILMORE COLLEGE,1.2043817919064297,138
27 Georgina Street,Hilbert,387000,4,2,2,465,171,2013,26700,Armadale Station,2400,"05-2016",6112,-32.16432449,115.9905294,DALE CHRISTIAN SCHOOL,0.95194374600466,
27 Gerard Street,East Cannington,385000,3,2,2,358,134,2003,11000,Canning,522,"08-2017",6107,-32.01298269,115.9505142,SEVENOAKS SENIOR COLLEGE,0.7762554694105095,114
27 Giles Street,North Beach,1060000,2,1,1,505,114,1952,13700,Warwick Station,4700,"05-2017",6020,-31.86701,115.75473,ST MARY'S ANGLICAN GIRLS' SCHOOL,1.5525782123830545,7
27 Gillings Parade,Wattle Grove,525000,4,2,2,589,180,2007,13300,Madding,5100,"09-2016",6107,-32.00349329,115.9863231,REHOBOTH CHRISTIAN COLLEGE,3.2271552567557555,
27 Glendale Crescent,Jandakot,1265000,5,2,2,11750,242,1994,17000,Cockburn Central Station,2400,"03-2015",6164,-32.10456,115.86386,LAKELAND SENIOR HIGH SCHOOL,1.7632438668438284,
27 Glenmere Road,Warwick,680000,4,2,NULL,748,202,1971,13300,Warwick Station,1100,"09-2015",6024,-31.84065,115.80727,WARWICK SENIOR HIGH SCHOOL,0.8016558974829137,
27 Glenmoy Avenue,Willetton,640000,3,1,1,734,111,1984,11200,Bull Creek Station,3800,"05-2020",6155,-32.04817,115.89471,ONESCHOOL GLOBAL WA,1.1418977716048777,
27 Grampians Heights,Mirrabooka,305000,3,1,1,730,93,1987,10400,Warwick Station,6200,"06-2020",6061,-31.85855799,115.860067,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,0.33005322581802826,35
27 Great Eastern Highway,Bellevue,310000,3,1,1,695,99,1976,17700,Midland Station,3200,"10-2013",6056,-31.89675,116.03492,SWAN VIEW SENIOR HIGH SCHOOL,1.3614805078490402,
27 Greenough Court,Jane Brook,510000,4,2,2,700,167,2000,20900,Midland Station,6000,"06-2016",6056,-31.85676,116.04881,SWAN VIEW SENIOR HIGH SCHOOL,3.4430068588157563,
27 Grimrey Road,Lockridge,575000,4,2,2,1017,227,2001,12200,Success Hill Station,2300,"04-2015",6054,-31.879515,115.955492,KIARA COLLEGE,1.9397559191295908,
27 Haig Street,Ashfield,502000,3,2,3,450,113,1996,8400,Ashfield Station,404,"07-2013",6054,-31.91612,115.93675,CYRIL JACKSON SENIOR CAMPUS,0.6470143348121169,
27 Hampshire Drive,Quinns Rocks,580000,4,2,2,664,223,2004,36600,Butler Station,2100,"02-2018",6030,-31.6537414,115.6967721,BUTLER COLLEGE,1.152852490502689,39
27 Hanlin Way,Samson,540000,3,1,1,746,112,1979,14700,Murdoch Station,5000,"10-2020",6163,-32.07323,115.7976,SETON CATHOLIC COLLEGE,0.4030372183373647,91
27 Harbour Town Heights,Connolly,760000,4,2,2,832,265,NULL,25500,Currambine Station,1900,"11-2016",6027,-31.74211,115.75173,LAKE JOONDALUP BAPTIST COLLEGE,1.0517080441469329,80
27 Harford Grove,Yanchep,410000,4,2,NULL,582,186,2011,50200,Butler Station,11900,"10-2018",6035,-31.54395995,115.6347823,YANCHEP SECONDARY COLLEGE,1.2565713451605125,
27 Harmony Parade,Singleton,560000,4,2,2,763,198,1999,55200,Mandurah Station,9700,"02-2017",6175,-32.44118,115.75887,COMET BAY COLLEGE,2.848939702042394,35
27 Harrison Road,Mount Richon,465000,3,1,4,1008,121,1986,27100,Armadale Station,597,"08-2013",6112,-32.1538225,116.0193494,ARMADALE SENIOR HIGH SCHOOL,0.9775651670394517,
27 Haslemere Drive,Mount Nasura,610000,5,2,6,1160,255,2005,25500,Sherwood Station,1100,"03-2020",6112,-32.1346,116.02174,SOWILO COMMUNITY HIGH SCHOOL,1.1907245360323135,
27 Hayward Parade,Coogee,780000,4,2,2,701,215,1993,19900,Fremantle Station,7400,"11-2020",6166,-32.11504,115.77115,PORT SCHOOL,3.625785066490163,
27 Heirisson Way,North Coogee,1165000,4,3,2,395,310,2008,17200,Fremantle Station,3300,"09-2018",6163,-32.07978751,115.7568681,FREMANTLE COLLEGE,1.6859047668256155,128
27 Hetherington Close,Jarrahdale,640000,4,2,NULL,20001,200,1980,44300,Armadale Station,18800,"01-2012",6124,-32.32211,116.03144,COURT GRAMMAR SCHOOL,6.94946291253229,
27 Heylmore Road,Medina,400000,4,1,4,1494,177,1954,32200,Wellard Station,2900,"11-2016",6167,-32.23859,115.80947,GILMORE COLLEGE,0.5030327092556799,138
27 Hibbertia Court,Jarrahdale,720000,4,2,2,4484,411,2009,47400,Armadale Station,21600,"05-2016",6124,-32.34682644,116.0559976,COURT GRAMMAR SCHOOL,10.52092989180204,
27 Hird Place,Palmyra,612500,4,2,2,450,147,1997,12900,Fremantle Station,3800,"10-2020",6157,-32.05004,115.78507,MELVILLE SENIOR HIGH SCHOOL,1.9666939713523535,61
27 Hodge Street,Willagee,535000,3,2,2,553,150,NULL,12600,Fremantle Station,4900,"08-2019",6156,-32.05227827,115.7962203,MELVILLE SENIOR HIGH SCHOOL,1.0952320749039945,61
27 Holmesfield Crescent,Carine,880000,5,4,2,719,240,1977,13500,Warwick Station,1600,"08-2017",6020,-31.85101,115.78076,CARINE SENIOR HIGH SCHOOL,0.5140460280500849,47
27 Holstein Court,Oakford,800000,4,2,3,4806,362,2009,30300,Armadale Station,7600,"02-2014",6121,-32.20783129,115.9649853,BYFORD SECONDARY COLLEGE,3.8814111442537653,116
27 Honeydew Bend,Byford,418000,4,2,2,510,184,2009,31500,Armadale Station,6100,"02-2019",6122,-32.20783392,116.003363,BYFORD SECONDARY COLLEGE,1.740538826320172,116
27 Hovea Crescent,City Beach,1850000,4,2,2,1152,140,1955,9300,Grant Street Station,6100,"07-2018",6015,-31.93192,115.76307,NEWMAN COLLEGE,2.4894960272581286,44
27 Iandra Loop,Willetton,800000,4,1,NULL,943,179,1978,12800,Murdoch Station,3200,"12-2019",6155,-32.06547,115.88412,WILLETTON SENIOR HIGH SCHOOL,0.6532386302522085,18
27 Irwin Street,Henley Brook,1040000,3,2,2,20119,233,1997,20100,Midland Station,8400,"08-2018",6055,-31.81572,115.99807,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,2.6599890770365024,53
27 Jacqueline Street,Ashfield,540000,4,2,2,637,181,2004,8000,Ashfield Station,890,"06-2008",6054,-31.92123354,115.9356952,CYRIL JACKSON SENIOR CAMPUS,1.1250355196987445,
27 Jade Street,Mount Richon,450000,5,2,4,729,276,2001,27600,Armadale Station,990,"07-2019",6112,-32.157921,116.0223469,ARMADALE SENIOR HIGH SCHOOL,0.8529335060007529,
27 Javon Loop,Alexander Heights,325000,3,2,2,532,105,1993,13100,Warwick Station,5900,"03-2020",6064,-31.8343,115.85706,MERCY COLLEGE,1.4413104471015483,46
27 Jinda Road,Koongamia,310000,1,1,1,692,63,1950,18100,Midland Station,4200,"10-2014",6056,-31.90543,116.04224,SWAN VIEW SENIOR HIGH SCHOOL,2.0063765300702836,
27 Jules Court,Willagee,515000,4,2,2,624,119,1997,12900,Fremantle Station,4600,"03-2019",6156,-32.05412,115.79386,MELVILLE SENIOR HIGH SCHOOL,1.396657935826124,61
27 Jupiter Bend,Rockingham,600000,4,2,2,500,300,2005,39800,Rockingham Station,3800,"11-2020",6168,-32.28998,115.72066,ROCKINGHAM SENIOR HIGH SCHOOL,1.5051105119807118,
27 Kadina Road,Gooseberry Hill,532000,4,2,3,968,158,1976,18500,Midland Station,8200,"09-2019",6076,-31.94976,116.05486,KALAMUNDA SENIOR HIGH SCHOOL,3.130372929914741,107
27 Kanji Loop,Atwell,535000,4,2,2,653,191,2004,21700,Cockburn Central Station,2700,"08-2017",6164,-32.14676,115.87086,ATWELL COLLEGE,0.7049891617855151,129
27 Keatley Crescent,Woodvale,590000,4,2,2,737,198,1993,18800,Whitfords Station,1300,"11-2018",6026,-31.79297,115.79329,WOODVALE SECONDARY COLLEGE,0.6053603059600945,77
27 Kidbroke Place,Kelmscott,180000,3,1,1,762,116,1978,23300,Challis Station,1100,"11-2019",6111,-32.12236282,116.0024786,KELMSCOTT SENIOR HIGH SCHOOL,0.8137664707394202,113
27 Kilmarnock Loop,Kinross,390000,4,2,2,606,151,1997,29100,Clarkson Station,2600,"11-2018",6028,-31.71389,115.73306,YOUTH FUTURES COMMUNITY SCHOOL,2.826401179330793,
27 Kingsway,Madeley,670000,4,2,2,676,193,2002,15900,Greenwood Station,3800,"08-2017",6065,-31.8129,115.82331,KINGSWAY CHRISTIAN COLLEGE,1.340437869815358,50
27 Kitchener Street,North Beach,725000,2,1,3,508,80,1965,13500,Warwick Station,4300,"11-2016",6020,-31.86660144,115.7583091,ST MARY'S ANGLICAN GIRLS' SCHOOL,1.375560872020546,7
27 Koolgoo Way,Koongamia,280000,4,2,1,688,137,1958,17700,Midland Station,4000,"06-2008",6056,-31.90774,116.0384,SWAN VIEW SENIOR HIGH SCHOOL,2.3221731933014134,
27 Kootingal Bend,Baldivis,370000,4,2,2,613,180,NULL,41900,Warnbro Station,4800,"08-2020",6171,-32.3275,115.8193,BALDIVIS SECONDARY COLLEGE,1.128343026042523,134
27 Kooya Way,Wattle Grove,457000,3,2,2,310,133,2011,13200,Madding,5400,"04-2018",6107,-32.0011256,115.9863589,REHOBOTH CHRISTIAN COLLEGE,3.4838280367335996,
27 Kowin Court,Cardup,880000,4,2,3,20002,203,2004,33000,Kwinana Station,10700,"05-2008",6122,-32.23798902,115.9563772,BYFORD SECONDARY COLLEGE,4.577269197346824,116
27 Kumarina Drive,Secret Harbour,265000,4,2,2,333,130,2006,50600,Warnbro Station,8200,"06-2019",6173,-32.39980484,115.7678519,COMET BAY COLLEGE,1.8371222327562948,35
27 La Grange Loop,Currambine,690000,3,2,NULL,690,224,1996,26000,Currambine Station,1400,"10-2020",6028,-31.7375,115.75058,LAKE JOONDALUP BAPTIST COLLEGE,1.0254935304515571,80
27 Lakes Way,Jandakot,1050000,3,2,4,10034,197,1985,16500,Cockburn Central Station,2800,"11-2014",6164,-32.10015,115.8571,LAKELAND SENIOR HIGH SCHOOL,1.4463731278892575,
27 Lakewood Avenue,Ascot,770000,3,2,2,200,176,1998,5700,Bayswater Station,2200,"09-2016",6104,-31.93779,115.91677,BELMONT CITY COLLEGE,2.8789594474519875,57
27 Lalor Road,Kenwick,750000,4,2,2,1759,176,1990,14900,Madding,1700,"04-2015",6107,-32.03437,115.98404,REHOBOTH CHRISTIAN COLLEGE,0.6528489519300347,
27 Lanark Street,Coolbinia,790000,3,1,2,397,102,1927,3800,Leederville Station,2700,"07-2015",6050,-31.918369,115.8547785,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.448604867041042,20
27 Langham Street,Nedlands,1930000,4,2,3,908,323,1930,5600,Shen,1800,"03-2018",6009,-31.97562,115.8066,SHENTON COLLEGE,1.80294218482291,14
27 Lannam Road,Hilbert,250000,3,2,2,265,106,2015,27000,Armadale Station,2400,"08-2019",6112,-32.16663525,115.9930965,DALE CHRISTIAN SCHOOL,0.9710362538095758,
27 Lansdowne Street,Jolimont,1250000,4,2,3,723,218,1940,4600,Daglish Station,725,"04-2016",6014,-31.94601,115.81023,SHENTON COLLEGE,1.6683066256404295,14
27 L'aquila Circle,Beeliar,460000,4,2,2,560,157,2010,20900,Cockburn Central Station,5400,"02-2018",6164,-32.13335336,115.8017609,DIVINE MERCY COLLEGE,2.4065243946925032,
27 Latteri Turn,Aubin Grove,425000,3,2,2,260,120,2015,25200,Cockburn Central Station,5900,"02-2016",6164,-32.17877446,115.8588585,ATWELL COLLEGE,3.904635723651413,129
27 Leake Street,Ascot,540000,1,1,NULL,911,106,1980,7100,Ashfield Station,2700,"06-2015",6104,-31.93706,115.9319,BELMONT CITY COLLEGE,2.4400515066168724,57
27 Lexington Avenue,Canning Vale,740000,4,3,2,717,380,2004,16200,Thornlie Station,5400,"11-2019",6155,-32.08766,115.92081,CANNING VALE COLLEGE,0.5592515490160497,68
27 Lexington Heights,Currambine,800000,4,2,2,783,218,NULL,26300,Currambine Station,1600,"02-2017",6028,-31.7376,115.74294,LAKE JOONDALUP BAPTIST COLLEGE,1.7482675746223573,80
27 Lindsay Way,Padbury,549000,4,1,2,708,113,1975,18500,Whitfords Station,2400,"08-2018",6025,-31.80874,115.75944,DUNCRAIG SENIOR HIGH SCHOOL,1.634875438758951,32
